0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,2
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,2
22,2
23,1
24,1
25,1
26,1
27,1
28,1
29,2
30,1
31,1
32,1
33,1
34,1
35,2
36,1
37,1
38,1
39,2
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,2
75,1
76,1
77,1
78,1
79,1
80,1
81,2
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,2
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,2
119,2
120,1
121,2
122,1
123,1
124,2
125,1
126,1
127,1
128,2
129,1
130,2
131,1
132,2
133,2
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,1
142,2
143,1
144,1
145,2
146,1
147,2
148,1
149,1
150,2
151,2
152,1
153,1
154,2
155,1
156,2
157,2
158,2
159,1
160,1
161,1
162,2
163,1
164,2
165,1
166,1
167,1
168,2
169,1
170,1
171,1
172,1
173,2
174,2
175,2
176,2
177,1
178,1
179,1
180,2
181,1
182,1
183,2
184,1
185,1
186,2
187,1
188,1
189,2
190,1
191,1
192,1
193,1
194,2
195,1
196,1
197,2
198,1
199,2
200,1
201,1
202,1
203,1
204,2
205,1
206,2
207,2
208,1
209,1
210,2
211,1
212,2
213,2
214,2
215,1
216,2
217,2
218,1
219,2
220,1
221,1
222,2
223,1
224,2
225,1
226,2
227,1
228,2
229,2
230,1
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,2
246,2
247,1
248,1
249,1
250,2
251,1
252,1
253,2
254,1
255,2
256,2
257,1
258,1
259,2
260,1
261,2
262,1
263,1
264,2
265,1
266,2
267,2
268,2
269,1
270,1
271,1
272,1
273,2
274,1
275,1
276,1
277,2
278,1
279,1
280,1
281,1
282,2
283,2
284,2
285,1
286,1
287,1
288,1
289,2
290,1
291,2
292,1
293,2
294,1
295,1
296,2
297,2
298,2
299,2
300,1
301,2
302,2
303,1
304,2
305,1
306,1
307,2
308,1
309,1
310,1
311,1
312,2
313,2
314,1
315,1
316,1
317,1
318,2
319,2
320,2
321,1
322,2
323,2
324,1
325,1
326,2
327,2
328,1
329,1
330,2
331,2
332,1
333,1
334,1
335,2
336,1
337,2
338,2
339,2
340,1
341,2
342,2
343,2
344,2
345,1
346,2
347,2
348,1
349,2
350,2
351,2
352,2
353,2
354,1
355,1
356,1
357,2
358,2
359,1
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,2
368,1
369,1
370,1
371,2
372,1
373,2
374,1
375,1
376,2
377,1
378,2
379,1
380,2
381,2
382,2
383,1
384,2
385,2
386,1
387,2
388,1
389,2
390,2
391,1
392,2
393,2
394,1
395,1
396,2
397,1
398,2
399,2
400,1
401,2
402,1
403,1
404,1
405,1
406,2
407,1
408,2
409,2
410,2
411,1
412,2
413,1
414,2
415,2
416,1
417,1
418,1
419,2
420,2
421,2
422,2
423,2
424,1
425,1
426,2
427,2
428,2
429,1
430,2
431,2
432,1
433,1
434,2
435,2
436,2
437,2
438,1
439,2
440,1
441,1
442,2
443,1
444,2
445,2
446,1
447,1
448,2
449,1
450,2
451,2
452,2
453,2
454,1
455,2
456,2
457,2
458,2
459,2
460,1
461,2
462,2
463,2
464,2
465,1
466,2
467,1
468,1
469,1
470,2
471,1
472,2
473,2
474,2
475,2
476,1
477,1
478,2
479,2
480,2
481,1
482,2
483,1
484,1
485,2
486,2
487,2
488,2
489,1
490,2
491,2
492,2
493,1
494,2
495,1
496,1
497,1
498,1
499,2
500,2
501,1
502,2
503,1
504,1
505,2
506,2
507,2
508,2
509,1
510,2
511,2
512,2
513,2
514,2
515,1
516,2
517,2
518,2
519,1
520,1
521,2
522,2
523,1
524,1
525,1
526,1
527,2
528,1
529,2
530,1
531,1
532,2
533,1
534,1
535,1
536,2
537,2
538,2
539,2
540,1
541,1
542,2
543,2
544,2
545,1
546,2
547,2
548,2
549,2
550,1
551,1
552,1
553,2
554,1
555,1
556,1
557,2
558,2
559,2
560,2
561,1
562,2
563,2
564,2
565,1
566,2
567,1
568,2
569,1
570,2
571,1
572,1
573,2
574,2
575,1
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,1
588,2
589,1
590,1
591,2
592,1
593,2
594,1
595,2
596,2
597,1
598,2
599,2
600,2
601,2
602,2
603,2
604,1
605,2
606,1
607,2
608,1
609,2
610,1
611,2
612,2
613,2
614,2
615,2
616,1
617,2
618,2
619,2
620,1
621,2
622,1
623,2
624,1
625,1
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,1
634,1
635,1
636,2
637,2
638,1
639,2
640,1
641,1
642,1
643,2
644,2
645,1
646,2
647,2
648,1
649,2
650,2
651,2
652,2
653,1
654,2
655,2
656,2
657,2
658,1
659,2
660,2
661,1
662,2
663,2
664,2
665,2
666,2
667,2
668,1
669,2
670,2
671,1
672,1
673,2
674,1
675,1
676,1
677,2
678,1
679,1
680,2
681,1
682,2
683,1
684,2
685,2
686,1
687,2
688,1
689,1
690,2
691,2
692,2
693,2
694,2
695,2
696,2
697,1
698,2
699,2
700,2
701,2
702,1
703,2
704,2
705,1
706,2
707,1
708,1
709,2
710,2
711,1
712,2
713,2
714,2
715,2
716,2
717,1
718,1
719,1
720,2
721,2
722,2
723,1
724,1
725,2
726,2
727,2
728,2
729,2
730,1
731,1
732,2
733,2
734,1
735,2
736,1
737,2
738,1
739,1
740,2
741,2
742,2
743,2
744,1
745,2
746,2
747,2
748,2
749,2
750,2
751,1
752,1
753,2
754,1
755,1
756,2
757,2
758,2
759,1
760,2
761,2
762,2
763,1
764,1
765,1
766,2
767,2
768,1
769,2
770,2
771,2
772,1
773,2
774,1
775,1
776,2
777,2
778,1
779,2
780,2
781,2
782,1
783,1
784,2
785,2
786,2
787,2
788,2
789,1
790,2
791,2
792,1
793,2
794,2
795,2
796,2
797,2
798,2
799,2
800,1
801,2
802,2
803,2
804,2
805,2
806,2
807,1
808,2
809,2
810,2
811,2
812,2
813,2
